"long","lat","iso3c","admin_0","admin_1","site","year","study_start_year","study_end_year","x","n","prev","gene","mut","database","pmid","url","source","continent","syear","sitesID"
34.0343933105469,0.412909537553787,"UGA","Uganda","Busia","Masafu","2018",NA,NA,0,83,0,"k13","k13_valid","WWARN",NA,NA,"Sam L Nsobya , Victor Asua , Chris Ebong , Moses Kiggundu , Samuel Gonahasa , Sam Gudoi , James Tibenderana , Agaba Bosco , Dennis Rubahika , Daniel Kyabayinze , Jimmy Opigo , Damian Rutazana , Gloria Sebikaari , Kassahun Belay , Mame Niang , Eric S. Halsey , Leah F. Moriarty , Samaly S. Svigel , Naomi W.Lucchi , Adoke Yeka , Moses R. Kamya , Venkatachalam Udhayakumar","Africa",2018,613
32.2881011962891,2.77239990234375,"UGA","Uganda","Gulu","Gulu","2014",NA,NA,0,143,0,"k13","k13_valid","WWARN","28068997","https://pubmed.ncbi.nlm.nih.gov/28068997","Balikagala B, Mita T, Ikeda M, Sakurai M, Yatsushiro S, Takahashi N, Tachibana SI, Auma M, Ntege EH, Ito D, Takashima E, Palacpac NM, Egwang TG, Onen JO, Kataoka M, Kimura E, Horii T, Tsuboi T","Africa",2014,614
32.2881011962891,2.77239990234375,"UGA","Uganda","Gulu","Gulu","2015",NA,NA,0,77,0,"k13","k13_valid","WWARN","34551228","https://pubmed.ncbi.nlm.nih.gov/34551228","Balikagala B, Fukuda N, Ikeda M, Katuro OT, Tachibana SI, Yamauchi M, Opio W, Emoto S, Anywar DA, Kimura E, Palacpac NMQ, Odongo-Aginya EI, Ogwang M, Horii T, Mita T","Africa",2015,614
32.2881011962891,2.77239990234375,"UGA","Uganda","Gulu","Gulu","2016",NA,NA,3,94,0.0319148936170213,"k13","k13_valid","WWARN","34551228","https://pubmed.ncbi.nlm.nih.gov/34551228","Balikagala B, Fukuda N, Ikeda M, Katuro OT, Tachibana SI, Yamauchi M, Opio W, Emoto S, Anywar DA, Kimura E, Palacpac NMQ, Odongo-Aginya EI, Ogwang M, Horii T, Mita T","Africa",2016,614
32.2881011962891,2.77239990234375,"UGA","Uganda","Gulu","Gulu","2017",NA,NA,1,194,0.00515463917525773,"k13","k13_valid","WWARN","29553316","https://pubmed.ncbi.nlm.nih.gov/29553316","Ikeda M, Kaneko M, Tachibana SI, Balikagala B, Sakurai-Yatsushiro M, Yatsushiro S, Takahashi N, Yamauchi M, Sekihara M, Hashimoto M, Katuro OT, Olia A, Obwoya PS, Auma MA, Anywar DA, Odongo-Aginya EI, Okello-Onen J, Hirai M, Ohashi J, Palacpac NMQ, Kataoka M, Tsuboi T, Kimura E, Horii T, Mita T","Africa",2017,614
32.2881011962891,2.77239990234375,"UGA","Uganda","Gulu","Gulu","2017",NA,NA,8,101,0.0792079207920792,"k13","k13_valid","WWARN","34551228","https://pubmed.ncbi.nlm.nih.gov/34551228","Balikagala B, Fukuda N, Ikeda M, Katuro OT, Tachibana SI, Yamauchi M, Opio W, Emoto S, Anywar DA, Kimura E, Palacpac NMQ, Odongo-Aginya EI, Ogwang M, Horii T, Mita T","Africa",2017,614
32.2881011962891,2.77239990234375,"UGA","Uganda","Gulu","Gulu","2018",NA,NA,9,67,0.134328358208955,"k13","k13_valid","WWARN","34551228","https://pubmed.ncbi.nlm.nih.gov/34551228","Balikagala B, Fukuda N, Ikeda M, Katuro OT, Tachibana SI, Yamauchi M, Opio W, Emoto S, Anywar DA, Kimura E, Palacpac NMQ, Odongo-Aginya EI, Ogwang M, Horii T, Mita T","Africa",2018,614
32.2881011962891,2.77239990234375,"UGA","Uganda","Gulu","Gulu","2019",NA,NA,15,96,0.15625,"k13","k13_valid","WWARN","34551228","https://pubmed.ncbi.nlm.nih.gov/34551228","Balikagala B, Fukuda N, Ikeda M, Katuro OT, Tachibana SI, Yamauchi M, Opio W, Emoto S, Anywar DA, Kimura E, Palacpac NMQ, Odongo-Aginya EI, Ogwang M, Horii T, Mita T","Africa",2019,614
32.2941398620605,2.77377700805664,"UGA","Uganda","Gulu","Lira, Gulu","2013",NA,NA,0,60,0,"k13","k13_valid","WWARN","27543172","https://pubmed.ncbi.nlm.nih.gov/27543172","Ocan M, Bwanga F, Okeng A, Katabazi F, Kigozi E, Kyobe S, Ogwal-Okeng J, Obua C","Africa",2013,615
31.3555812835693,1.42974781990051,"UGA","Uganda","Hoima","Hoima","2018",NA,NA,1,43,0.0232558139534884,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2018,616
31.3555812835693,1.42974781990051,"UGA","Uganda","Hoima","Hoima","2019",NA,NA,2,45,0.0444444444444444,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2019,616
33.2042007446289,0.424443989992142,"UGA","Uganda","Jinja","Jinja","2013",NA,NA,0,78,0,"k13","k13_valid","WWARN","26079933","https://pubmed.ncbi.nlm.nih.gov/26079933","Hawkes M, Conroy AL, Opoka RO, Namasopo S, Zhong K, Liles WC, John CC, Kain KC","Africa",2013,617
33.2042007446289,0.424443989992142,"UGA","Uganda","Jinja","Jinja","2013",NA,NA,0,91,0,"k13","k13_valid","WWARN","35511795","https://pubmed.ncbi.nlm.nih.gov/35511795","Ocan M, Ashaba FK, Mwesigwa S, Edgar K, Kamya MR, Nsobya SL","Africa",2013,617
33.2042007446289,0.424443989992142,"UGA","Uganda","Jinja","Jinja","2017",NA,NA,0,48,0,"k13","k13_valid","WWARN","30559133","https://pubmed.ncbi.nlm.nih.gov/30559133","Asua V, Vinden J, Conrad MD, Legac J, Kigozi SP, Kamya MR, Dorsey G, Nsobya SL, Rosenthal PJ","Africa",2017,617
33.2042007446289,0.424443989992142,"UGA","Uganda","Jinja","Jinja","2018",NA,NA,1,34,0.0294117647058824,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2018,617
33.2042007446289,0.424443989992142,"UGA","Uganda","Jinja","Jinja","2019",NA,NA,0,50,0,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2019,617
33.2314567565918,0.442925989627838,"UGA","Uganda","Jinja","Walukuba","2012",NA,NA,0,20,0,"k13","k13_valid","WWARN","28039354","https://pubmed.ncbi.nlm.nih.gov/28039354","Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ","Africa",2012,618
33.2314567565918,0.442925989627838,"UGA","Uganda","Jinja","Walukuba","2013",NA,NA,0,20,0,"k13","k13_valid","WWARN","28039354","https://pubmed.ncbi.nlm.nih.gov/28039354","Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ","Africa",2013,618
33.2314567565918,0.442925989627838,"UGA","Uganda","Jinja","Walukuba","2015",NA,NA,0,20,0,"k13","k13_valid","WWARN","28039354","https://pubmed.ncbi.nlm.nih.gov/28039354","Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ","Africa",2015,618
34.1321182250977,3.51472210884094,"UGA","Uganda","Kaabong","Kaabong","2018",NA,NA,4,30,0.157777777777778,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2018,619
